#chrom	start	end	Meth Dif_24mo-4mo	class_24mo_v_4mo	Gene name	name	features
chr1	137568522	137569151	-0.4	strongHypo	Csrp1	NM_007791	T:Other;
chr1	37753394	37753563	-0.384	strongHypo	2010300C02Rik	NM_028096	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr1	196926981	196927093	-0.384	strongHypo	Cr1l	NM_013499	T:Other;
chr1	42852299	42852400	-0.367	strongHypo	Mrps9	NM_023514	T:LINE;
chr1	132897019	132897434	-0.364	strongHypo	Il10	NM_010548	T:Other;
chr1	133032253	133032386	-0.363	strongHypo	Dyrk3	NM_145508	T:CGI_shore;T:ExtGene;T:Gene;T:Intron;
chr1	140578298	140578406	-0.363	strongHypo	Gm5833	NR_040304	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TpUTR;T:TpUTR_woCGI;T:TSSdn1k;
chr1	167166951	167167039	-0.359	strongHypo	Tiprl	NM_145513	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr1	51352635	51352985	-0.354	strongHypo	Sdpr	NM_138741	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:TpUTR;T:TpUTR_woCGI;T:SimpleRepeat;
chr1	137454629	137454751	-0.351	strongHypo	Nav1	NM_173437	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	75353835	75353922	-0.346	strongHypo	Des	NM_010043	T:Other;
chr1	179183674	179183889	-0.338	strongHypo	Akt3	NM_011785	T:Other;
chr1	174394432	174394562	-0.332	strongHypo	Slamf9	NM_029612	T:LINE;
chr1	178121796	178121930	-0.332	strongHypo	Pld5	NM_001195816	T:ExtGene;T:Gene;T:Intron;
chr1	60772495	60772847	-0.329	strongHypo	Cd28	NM_007642	T:LINE;T:SINE;
chr1	182148518	182148705	-0.329	strongHypo	Psen2	NM_011183	T:LINE;T:LTR;
chr1	99872752	99872833	-0.326	strongHypo	Pam	NM_013626	T:CGI_shore;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	108832056	108832375	-0.323	strongHypo	Serpinb12	NM_027971	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:DNA;
chr1	157954819	157955228	-0.32	strongHypo	Fam163a	NM_177838	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LINE;T:SINE;
chr1	69875870	69876029	-0.319	strongHypo	Spag16	NM_029160	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:LINE;T:LTR;
chr1	59270981	59271348	-0.317	strongHypo	Als2	NM_146109	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	159161331	159161389	-0.315	strongHypo	Rasal2	NM_177644	T:ExtGene;T:Gene;T:Intron;
chr1	164141784	164142008	-0.312	strongHypo	Dnm3	NM_172646	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr1	137944734	137944855	-0.309	strongHypo	Cacna1s	NM_001081023	T:SINE;
chr1	139038790	139038963	-0.306	strongHypo	Nr5a2	NM_030676	T:Other;
chr1	52157343	52157565	-0.305	strongHypo	Stat4	NM_011487	T:ExtGene;T:Gene;T:Intron;
chr1	56511941	56512302	-0.299	strongHypo	Hsfy2	NM_027661	T:SimpleRepeat;
chr1	155755411	155756357	-0.299	strongHypo	Glul	NM_008131	T:CGI_shore;T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;T:TTSup1k;T:LowComplexity;
chr1	152306262	152306326	-0.298	strongHypo	Prg4	NM_001110146	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	71932696	71933127	-0.296	strongHypo	Gm8883	NR_027658	T:LTR;
chr1	137668184	137668406	-0.295	strongHypo	Phlda3	NM_013750	T:Other;
chr1	173697816	173699510	-0.295	strongHypo	Slamf1	NM_013730	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:SINE;
chr1	172515455	172515548	-0.292	strongHypo	Nos1ap	NM_001109985	T:ExtGene;T:Gene;T:Intron;T:LTR;
chr1	77217085	77217506	-0.29	strongHypo	Epha4	NM_007936	T:DNA;
chr1	63564542	63564726	-0.289	strongHypo	Adam23	NM_001177600	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	39069673	39069733	-0.286	strongHypo	Pdcl3	NM_026850	T:Other;
chr1	140517156	140517220	-0.286	strongHypo	Nek7	NM_021605	T:CGI_shore;T:ExtGene;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_wiCGI;
chr1	63686279	63686814	-0.285	strongHypo	Dytn	NM_001081658	T:ExtGene;T:Gene;T:Intron;T:DNA;
chr1	78690446	78690623	-0.285	strongHypo	Acsl3	NM_001033606	T:ExtGene;T:Gene;T:Intron;T:SINE;
chr1	39268743	39268916	-0.283	strongHypo	Npas2	NM_008719	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LINE;
chr1	11023359	11023820	-0.281	strongHypo	Prex2	NM_029525	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	194268672	194268770	-0.279	strongHypo	Kcnh1	NM_001038607	T:ExtGene;T:Gene;T:Intron;
chr1	181748714	181748984	-0.277	strongHypo	Ahctf1	NM_026375	T:LTR;
chr1	169603721	169603875	-0.276	strongHypo	Lmx1a	NM_033652	T:SINE;
chr1	15668767	15669207	-0.275	strongHypo	Kcnb2	NM_001098528	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:LINE;
chr1	187202247	187202326	-0.273	strongHypo	Eprs	NM_029735	T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr1	193314503	193314739	-0.272	strongHypo	Dtl	NM_029766	T:Other;
chr1	11025004	11025209	-0.27	strongHypo	Prex2	NM_029525	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:LTR;
chr1	24755500	24755618	-0.27	strongHypo	Lmbrd1	NM_026719	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	153533891	153534169	-0.27	strongHypo	Fam129a	NM_022018	T:ExtGene;T:Gene;T:Intron;
chr1	37558009	37558374	-0.268	strongHypo	Mgat4a	NM_173870	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr1	182207612	182207962	-0.267	strongHypo	Psen2	NM_001128605	T:LTR;
chr1	92740231	92740297	-0.266	strongHypo	Col6a3	NM_001243008	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;
chr1	173411452	173411546	-0.264	strongHypo	F11r	NM_172647	T:LTR;
chr1	72229576	72229715	-0.263	strongHypo	Mreg	NM_001005423	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	58397484	58397681	-0.262	strongHypo	Aox3l1	NM_001008419	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr1	96109716	96109774	-0.262	strongHypo	Pdcd1	NM_008798	T:Other;
chr1	108608045	108608147	-0.262	strongHypo	Bcl2	NM_009741	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:TTSdn1k;T:TTSdn1k_woCGI;
chr1	88332176	88332385	-0.261	strongHypo	1700019O17Rik	NM_027966	T:CGI_shore;
chr1	53825314	53825547	-0.26	strongHypo	Stk17b	NM_133810	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	92935380	92935753	-0.259	strongHypo	Lrrfip1	NM_001111312	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	153439298	153439459	-0.258	strongHypo	Fam129a	NM_022018	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	58500867	58500981	-0.256	strongHypo	Ppil3	NM_027374	T:CGI_shore;T:ExtGene;T:Gene;T:Intron;
chr1	138976222	138976282	-0.256	strongHypo	Nr5a2	NM_030676	T:Other;
chr1	74060185	74060463	-0.255	strongHypo	Tns1	NM_027884	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	174434644	174434750	-0.254	strongHypo	Tagln2	NM_178598	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr1	178903709	178903835	-0.253	strongHypo	Sdccag8	NM_029756	T:ExtGene;T:Gene;T:Intron;T:LINE;
chr1	154487958	154488199	-0.252	strongHypo	Rgl1	NM_016846	T:Other;
chr1	36879802	36880027	-0.25	strongHypo	Tmem131	NM_018872	T:Exon;T:ExtGene;T:Gene;T:Intron;
chr1	81277566	81277645	-0.248	strongHypo	9430031J16Rik	NM_172849	T:Other;
chr1	174510517	174510694	-0.247	strongHypo	Slamf8	NM_029084	T:ExtGene;T:TTSdn1k;T:TTSdn1k_woCGI;
chr1	95628455	95628509	-0.246	strongHypo	Thap4	NM_025920	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	85108272	85108364	-0.244	strongHypo	A530032D15Rik	NM_213615	T:Other;
chr1	90653776	90653859	-0.244	strongHypo	2410088K16Rik	NR_040493	T:Other;
chr1	36230135	36230257	-0.241	strongHypo	Uggt1	NM_198899	T:ExtGene;T:Gene;T:Intron;
chr1	169000191	169000298	-0.239	strongHypo	Fam78b	NM_001160261	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	170292560	170293142	-0.239	strongHypo	Pbx1	NM_183355	T:ExtGene;T:Gene;T:Intron;T:SINE;
chr1	191540042	191540196	-0.239	strongHypo	Ptpn14	NM_008976	T:SINE;
chr1	167429216	167429510	-0.237	strongHypo	Adcy10	NM_173029	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:LINE;T:SimpleRepeat;T:SINE;
chr1	170406071	170406170	-0.237	strongHypo	Pbx1	NM_183355	T:Other;
chr1	14293151	14293401	-0.236	strongHypo	Eya1	NM_001252192	T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr1	79577688	79577739	-0.236	strongHypo	Ap1s3	NM_183027	T:Other;
chr1	107895724	107895792	-0.235	strongHypo	Zcchc2	NM_001122675	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	167712012	167712137	-0.235	strongHypo	Creg1	NM_011804	T:Other;
chr1	88423369	88423458	-0.234	strongHypo	Ptma	NM_008972	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr1	166045129	166047361	-0.233	strongHypo	Selp	NM_011347	T:1stExon;T:1stIntron;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_woCGI;T:SimpleRepeat;T:SINE;
chr1	173290928	173291031	-0.233	strongHypo	Klhdc9	NM_001033039	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Prom;T:Prom_wiCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_wiCGI;
chr1	173746656	173746806	-0.233	strongHypo	Slamf1	NM_013730	T:LTR;
chr1	34522300	34522496	-0.232	strongHypo	Ptpn18	NM_011206	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:LINE;
chr1	93196475	93196540	-0.231	strongHypo	Scly	NM_016717	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	34294127	34294301	-0.23	strongHypo	Dst	NM_133833	T:ExtGene;T:Gene;T:Intron;
chr1	39982635	39982962	-0.23	strongHypo	Map4k4	NM_001252200	T:ExtGene;T:Gene;T:Intron;
chr1	135682258	135682618	-0.23	strongHypo	Atp2b4	NM_001167949	T:Other;
chr1	195250407	195250485	-0.23	strongHypo	Camk1g	NM_144817	T:Other;
chr1	182123460	182124523	-0.229	strongHypo	Adck3	NM_001163290	T:CGI_shore;T:1stExon;T:1stIntron;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_woCGI;
chr1	91364303	91364367	-0.227	strongHypo	Agap1	NM_001037136	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	163327327	163328179	-0.227	strongHypo	Tnfsf4	NM_009452	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	138763295	138763471	-0.224	strongHypo	Nr5a2	NM_001159769	T:ExtGene;T:Gene;T:Intron;
chr1	20948848	20949038	-0.223	strongHypo	Efhc1	NM_027974	T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr1	38782862	38782952	-0.223	strongHypo	Aff3	NM_010678	T:Other;
chr1	55464013	55464907	-0.222	strongHypo	Plcl1	NM_001114663	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	74010209	74010591	-0.221	strongHypo	Tns1	NM_027884	T:ExtGene;T:Gene;T:Intron;
chr1	107524689	107524796	-0.221	strongHypo	Pign	NM_013784	T:ExtGene;T:Gene;T:Intron;
chr1	138580352	138580435	-0.219	strongHypo	Gm19705	NR_045325	T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;
chr1	183350225	183350337	-0.218	strongHypo	Cnih3	NM_001160211	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	39467103	39467368	-0.217	strongHypo	Tbc1d8	NM_018775	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	172959745	172959871	-0.217	strongHypo	Fcgr4	NM_144559	T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;T:TTSup1k;
chr1	185569767	185570174	-0.217	strongHypo	1700056E22Rik	NM_028516	T:LowComplexity;T:LTR;
chr1	58476541	58477044	-0.216	strongHypo	Clk1	NM_001042634	T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_wiCGI;T:LowComplexity;
chr1	53777875	53778066	-0.214	strongHypo	Dnahc7a	NM_001252070	T:SINE;
chr1	55627123	55627424	-0.214	strongHypo	Plcl1	NM_001114663	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	93356933	93357007	-0.213	strongHypo	Per2	NM_011066	T:CGI_shore;
chr1	35457870	35458197	-0.212	strongHypo	Plekhb2	NM_145516	T:Other;
chr1	123423829	123423933	-0.211	strongHypo	Htr5b	NM_010483	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	132628646	132628730	-0.211	strongHypo	AA986860	NM_177604	T:1stExon;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Prom;T:Prom_woCGI;T:TSSdn1k;
chr1	157657730	157658111	-0.211	strongHypo	Qsox1	NM_001024945	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	50893124	50893287	-0.21	strongHypo	Tmeff2	NM_019790	T:Other;
chr1	69545523	69545789	-0.21	strongHypo	Ikzf2	NM_011770	T:Other;
chr1	7767671	7767736	-0.209	strongHypo	Sntg1	NM_027671	T:LTR;
chr1	43469814	43470464	-0.209	strongHypo	Nck2	NM_010879	T:DNA;
chr1	134966146	134966231	-0.209	strongHypo	Pik3c2b	NM_001099276	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	133019407	133019512	-0.208	strongHypo	Dyrk3	NM_145508	T:Other;
chr1	170355648	170356058	-0.208	strongHypo	Pbx1	NM_183355	T:ExtGene;T:Gene;T:Intron;
chr1	173531188	173531252	-0.207	strongHypo	Ly9	NM_008534	T:Exon;T:ExtGene;T:Gene;
chr1	37059023	37059474	-0.206	strongHypo	Tmem131	NM_018872	T:LINE;T:SINE;
chr1	72645865	72646645	-0.206	strongHypo	Smarcal1	NM_018817	T:ExtGene;T:Gene;T:Intron;
chr1	128703135	128703393	-0.205	strongHypo	Nckap5	NM_001081756	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr1	38644187	38644746	-0.202	strongHypo	Aff3	NM_010678	T:ExtGene;T:Gene;T:Intron;
chr1	39329900	39330099	-0.202	strongHypo	Npas2	NM_008719	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:LINE;
chr1	163969661	163969852	-0.202	strongHypo	Dnm3	NM_172646	T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;T:SINE;
chr1	194980054	194980352	-0.202	strongHypo	Irf6	NM_016851	T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr1	193731059	193731153	-0.201	strongHypo	1700034H15Rik	NR_030669	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:Exon;T:ExtGene;T:Gene;T:Prom;T:Prom_wiCGI;T:TpUTR;T:TpUTR_wiCGI;T:TSSdn1k;
chr1	59397918	59397972	-0.2	strongHypo	Cdk15	NM_001033373	T:ExtGene;T:Gene;T:Intron;
chr1	91080352	91080483	-0.2	strongHypo	Sh3bp4	NM_133816	T:Other;
chr1	14291255	14291434	-0.199	strongHypo	Eya1	NM_001252192	T:ExtGene;T:Gene;T:Intron;T:LowComplexity;
chr1	135061293	135061398	-0.198	strongHypo	Ppp1r15b	NM_133819	T:CGI_shore;
chr1	170222178	170222476	-0.198	strongHypo	Pbx1	NM_183355	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr1	191580357	191580562	-0.197	strongHypo	Ptpn14	NM_008976	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr1	15673485	15674383	-0.196	strongHypo	Kcnb2	NM_001098528	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	43504830	43505005	-0.196	strongHypo	Nck2	NM_010879	T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr1	52228169	52228336	-0.196	strongHypo	Gls	NM_001081081	T:ExtGene;T:Gene;T:Intron;
chr1	13093587	13093759	-0.195	strongHypo	Prdm14	NM_001081209	T:Other;
chr1	55490982	55491473	-0.195	strongHypo	Plcl1	NM_001114663	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	170254629	170255422	-0.195	strongHypo	Pbx1	NM_183355	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr1	181536201	181536667	-0.195	strongHypo	Cnst	NM_146105	T:Exon;T:ExtGene;T:Gene;T:Intron;
chr1	42929607	42929667	-0.194	strongHypo	Mrps9	NM_023514	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	78145024	78145232	-0.194	strongHypo	Pax3	NM_001159520	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	156933688	156933884	-0.193	strongHypo	Ier5	NM_010500	T:Other;
chr1	36311661	36312301	-0.191	strongHypo	Neurl3	NM_153408	T:Other;
chr1	61627481	61627886	-0.191	strongHypo	Pard3b	NM_001081050	T:LINE;
chr1	92806301	92806412	-0.191	strongHypo	Mlph	NM_053015	T:Other;
chr1	181818956	181819020	-0.19	strongHypo	Cdc42bpa	NM_001033285	T:Other;
chr1	7129846	7130217	-0.189	strongHypo	Pcmtd1	NM_183028	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	133928220	133928374	-0.189	strongHypo	Mfsd4	NM_172510	T:ExtGene;T:Gene;T:Intron;
chr1	37279019	37279082	-0.188	strongHypo	Cnga3	NM_009918	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr1	127841570	127841708	-0.188	strongHypo	Nckap5	NM_172484	T:ExtGene;T:Gene;T:Intron;
chr1	181128318	181128628	-0.188	strongHypo	Smyd3	NM_027188	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	79753637	79753987	-0.187	strongHypo	Wdfy1	NM_027057	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:DNA;
chr1	181066958	181067108	-0.187	strongHypo	Smyd3	NM_027188	T:ExtGene;T:Gene;T:Intron;
chr1	36291815	36292195	-0.186	strongHypo	Uggt1	NM_198899	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:LTR;
chr1	78704049	78704358	-0.186	strongHypo	Acsl3	NM_001033606	T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;T:TTSdn1k;T:TTSdn1k_woCGI;T:TTSup1k;
chr1	129515769	129515832	-0.185	strongHypo	Tmem163	NM_028135	T:ExtGene;T:Gene;T:Intron;
chr1	37210873	37211244	-0.184	strongHypo	Cnga3	NM_009918	T:Other;
chr1	164383846	164384216	-0.183	strongHypo	Dnm3	NM_001038619	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr1	191472554	191472837	-0.183	strongHypo	Cenpf	NM_001081363	T:Exon;T:ExtGene;T:Gene;
chr1	91827359	91827441	-0.182	strongHypo	Gbx2	NM_010262	T:CGI;T:CGI_shore;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr1	108539997	108540525	-0.182	strongHypo	Bcl2	NM_009741	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	139118313	139118478	-0.181	strongHypo	Nr5a2	NM_030676	T:Other;
chr1	172426047	172426212	-0.181	strongHypo	Nos1ap	NM_027528	T:ExtGene;T:Gene;T:Intron;T:LINE;
chr1	39442137	39442214	-0.18	strongHypo	Tbc1d8	NM_018775	T:ExtGene;T:Gene;T:Intron;
chr1	167519639	167519750	-0.18	strongHypo	Mpzl1	NM_001001880	T:Other;
chr1	151403678	151403804	-0.179	strongHypo	Pla2g4a	NM_008869	T:Other;
chr1	173702087	173703145	-0.179	strongHypo	Slamf1	NM_013730	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:LINE;
chr1	35926611	35926714	-0.178	strongHypo	Hs6st1	NM_015818	T:Other;
chr1	133014915	133015460	-0.178	strongHypo	Dyrk3	NM_145508	T:SINE;
chr1	164365059	164365301	-0.178	strongHypo	Dnm3	NM_001038619	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr1	13649576	13649852	-0.177	strongHypo	Lactb2	NM_145381	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;T:DNA;
chr1	23398525	23399000	-0.177	strongHypo	Ogfrl1	NM_001081079	T:LTR;
chr1	136137719	136137952	-0.176	strongHypo	Adora1	NM_001039510	T:Other;
chr1	193959234	193959763	-0.176	strongHypo	Rcor3	NM_144814	T:CGI_shore;T:ExtGene;T:Gene;T:Intron;
chr1	168061269	168061529	-0.175	strongHypo	Gpa33	NM_021610	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:DNA;
chr1	170356559	170357315	-0.175	strongHypo	Pbx1	NM_183355	T:ExtGene;T:Gene;T:Intron;
chr1	136318213	136318375	-0.174	strongHypo	Adipor1	NM_028320	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr1	186635226	186635355	-0.174	strongHypo	Mosc1	NM_001081361	T:CGI_shore;T:ExtGene;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_woCGI;T:SimpleRepeat;
chr1	94847326	94847923	-0.172	strongHypo	9430060I03Rik	NR_015525	T:ExtGene;T:Prom;T:Prom_woCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr1	174386018	174386554	-0.172	strongHypo	Slamf9	NM_029612	T:Other;
chr1	171223104	171223247	-0.171	strongHypo	Nuf2	NM_023284	T:Other;
chr1	36529404	36529505	-0.17	strongHypo	Cnnm4	NM_033570	T:CGI_shore;T:1stExon;T:Exon;T:ExtGene;T:Gene;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr1	39485069	39485359	-0.17	strongHypo	Tbc1d8	NM_018775	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:LINE;T:SINE;
chr1	59544802	59545228	-0.17	strongHypo	Fzd7	NM_008057	T:SimpleRepeat;
chr1	195015383	195015682	-0.17	strongHypo	Traf3ip3	NM_153137	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr1	39511104	39511225	-0.169	strongHypo	Tbc1d8	NM_018775	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr1	65169301	65169941	-0.169	strongHypo	D630023F18Rik	NM_175293	T:1stExon;T:1stIntron;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_woCGI;
